阿城, 黑龙江省哈尔滨市阿城区会宁路61号, √, √, √, 哈尔滨铁路局, 车站
郴州西, 湖南省郴州市开发区增湖路, √, 　, 　, 广铁集团, 乘降所
辰溪, 湖南省辰溪县火马冲, √, 　, 　, 广铁集团, 乘降所
慈利, 湖南省张家界市慈利县零阳镇, √, 　, 　, 广铁集团, 乘降所
大埔, 广东省梅州市大埔县三河镇, √, 　, 　, 广铁集团, 乘降所
低庄, 湖南省溆浦县低庄镇, √, 　, 　, 广铁集团, 乘降所
东升, 广东省中山市小榄镇东升轻轨站, √, 　, 　, 广铁集团, 乘降所
东莞, 广东省东莞市石龙镇西湖区环湖西路, √, 　, 　, 广铁集团, 乘降所
东莞东, 广东省东莞市常平镇麦元乡, √, 　, 　, 广铁集团, 乘降所
丰顺, 广东省丰顺县, √, 　, 　, 广铁集团, 乘降所
佛山, 广东省广东省佛山市禅城区站前路30号, √, √, √, 广铁集团, 乘降所
高州, 广东省高州市山美管区同进村高州火车站, √, 　, 　, 广铁集团, 乘降所
古镇, 广东省中山市古镇镇旺来工业区对面古镇轻轨站, √, 　, 　, 广铁集团, 乘降所
光明城, 广东省广东省深圳市光明区, √, 　, 　, 广铁集团, 乘降所
广州, 广东省广州市环市西路１５９号, √, √, √, 广铁集团, 乘降所
广州北, 广东省广州市花都区站前路1号, √, 　, 　, 广铁集团, 乘降所
广州东, 广东省广州市天河区东站路一号　, √, √, √, 广铁集团, 乘降所
广州南, 广东省广州市番禺区钟村镇石壁村广州南车站, √, 　, 　, 广铁集团, 乘降所
海口, 海南省海口市秀英区粤海大道, √, √, √, 广铁集团, 乘降所
海口东, 海南省海口市迎宾大道凤翔路与龙昆南路交界处海口火车东公交站, √, 　, 　, 广铁集团, 乘降所
和平, 广东省河源市和平县, √, 　, 　, 广铁集团, 乘降所
河源, 广东省河源市建设大道西站前路, √, √, √, 广铁集团, 乘降所
衡山, 湖南省衡阳市衡山县, √, 　, 　, 广铁集团, 乘降所
衡山西, 湖南省衡山县开云镇, √, 　, 　, 广铁集团, 乘降所
衡阳, 湖南省衡阳市珠晖区车站坪1号, √, √, √, 广铁集团, 乘降所
衡阳东, 湖南省衡阳市珠晖区衡州街道, √, 　, 　, 广铁集团, 乘降所
鮜门, 广东省汕尾市海丰县鲘门镇, √, 　, 　, 广铁集团, 乘降所
虎门, 广东省东莞市虎门镇, √, 　, 　, 广铁集团, 乘降所
华城, 广东省梅州市五华县, √, 　, 　, 广铁集团, 乘降所
怀化, 湖南省怀化市鹤洲路1号, √, √, √, 广铁集团, 乘降所
会同, 湖南省会同县林城镇建设路, √, 　, 　, 广铁集团, 乘降所
惠东, 广东省惠东县稔山镇, √, 　, 　, 广铁集团, 乘降所
惠州, 广东省惠州市江北, √, √, √, 广铁集团, 乘降所
惠州南, 广东省惠州市惠阳区, √, 　, 　, 广铁集团, 乘降所
惠州西, 广东省惠州市惠城区共联村, √, 　, 　, 广铁集团, 乘降所
吉首, 湖南省吉首市光明东路, √, √, √, 广铁集团, 乘降所
江门, 广东省江门市江海区五邑路江门城轨站, √, 　, 　, 广铁集团, 乘降所
揭阳, 广东省揭阳市榕城区, √, √, √, 广铁集团, 乘降所
靖州, 湖南省靖州苗族洞族自治县渠阳镇下熙街1号, √, 　, 　, 广铁集团, 乘降所
葵潭, 广东省惠来县葵潭镇, √, 　, 　, 广铁集团, 乘降所
乐昌, 广东省乐昌市昌山中路22号, √, 　, 　, 广铁集团, 乘降所
雷州, 广东省雷州市洪富村, √, 　, 　, 广铁集团, 乘降所
耒阳, 湖南省耒阳市灶市街道办事处车站路1号, √, 　, 　, 广铁集团, 乘降所
耒阳西, 湖南省耒阳市三顺办事处, √, 　, 　, 广铁集团, 乘降所
冷水江东, 湖南省冷水江市毛易镇金竹东路, √, 　, 　, 广铁集团, 乘降所
澧县, 湖南省常德市澧县金罗镇, √, 　, 　, 广铁集团, 乘降所
涟源, 湖南省涟源市车站路1号, √, 　, 　, 广铁集团, 乘降所
临湘, 湖南省临湘市火车站北街76号, √, 　, 　, 广铁集团, 乘降所
陵水, 海南省陵水县县城怡景湾宾馆前马路往陵水火车站, √, 　, 　, 广铁集团, 乘降所
龙川, 广东省龙川县, √, √, √, 广铁集团, 乘降所
娄底, 湖南省娄底市娄星区氐星路, √, √, √, 广铁集团, 乘降所
陆丰, 广东省于陆丰市城东镇, √, 　, 　, 广铁集团, 乘降所
路口铺, 湖南省岳阳市, √, √　, √, 广铁集团, 乘降所
麻阳, 湖南省怀化市麻阳县高村镇, √, 　, 　, 广铁集团, 乘降所
茂名东, 广东省茂名市站前五路, √, 　, 　, 广铁集团, 乘降所
梅州, 广东省梅州市彬芳南路, √, √, √, 广铁集团, 乘降所
美兰, 海南省海口市美兰区美兰机场海南航空交通管理站斜对面, √, 　, 　, 广铁集团, 乘降所
猛洞河, 湖南省湘西自治州古丈县罗依溪镇, √, 　, 　, 广铁集团, 乘降所
汨罗, 湖南省汨罗市新站路, √, 　, 　, 广铁集团, 乘降所
汨罗东, 湖南省汨罗市龙舟南路？, √, 　, 　, 广铁集团, 乘降所
明珠, 广东省珠海市香洲区明珠北路35号, √, 　, 　, 广铁集团, 乘降所
南朗, 广东省中山市南朗镇佳朗路, √, 　, 　, 广铁集团, 乘降所
南头, 广东省中山市南头镇南头大道, √, 　, 　, 广铁集团, 乘降所
坪石, 广东省乐昌市坪石镇, √, 　, 　, 广铁集团, 乘降所
普宁, 广东省普宁市流沙镇, √, 　, 　, 广铁集团, 乘降所
祁东, 湖南省衡阳市祁东县双桥镇林星村, √, 　, 　, 广铁集团, 乘降所
祁阳, 湖南省祁阳县浯溪镇长虹村站前路, √, 　, 　, 广铁集团, 乘降所
前山, 广东省珠海市香洲区前山港昌路666号, √, 　, 　, 广铁集团, 乘降所
清远, 广东省清远市清城区洲心镇洲沙村武广清远站, √, 　, 　, 广铁集团, 乘降所
庆盛, 广东省广州市南沙区东涌镇庆盛村庆沙路88号, √, 　, 　, 广铁集团, 乘降所
琼海, 海南省琼海市爱华东路嘉积镇琼海火车站, √, 　, 　, 广铁集团, 乘降所
饶平, 广东省潮州市饶平县高堂镇, √, 　, 　, 广铁集团, 乘降所
容桂, 广东省广东省佛山市顺德区容桂街道扁滘村广珠城际铁路容桂轻轨站站, √, 　, 　, 广铁集团, 乘降所
三水, 广东省广东省佛山市三水区站前街1号, √, 　, 　, 广铁集团, 乘降所
三亚, 海南省三亚市育秀路10号三亚火车站, √, 　, 　, 广铁集团, 乘降所
汕头, 广东省汕头市泰山路61号, √, √, √, 广铁集团, 乘降所
汕尾, 广东省汕尾市东涌镇, √, 　, 　, 广铁集团, 乘降所
韶关, 广东省韶关市武江区西联武广韶关站？, √, 　, 　, 广铁集团, 乘降所
韶关东, 广东省韶关市浈江区站南路1号, √, √, √, 广铁集团, 乘降所
韶山, 湖南省韶山市清溪镇, √, 　, 　, 广铁集团, 乘降所
邵东, 湖南省邵东县两市镇, √, 　, 　, 广铁集团, 乘降所
邵阳, 湖南省邵阳市大祥区城南乡邵洲路, √, √, √, 广铁集团, 乘降所
深圳, 广东省深圳市罗湖区建设路1003号, √, √, √, 广铁集团, 乘降所
深圳北, 广东省深圳市龙华新区民治街道民塘路, √, 　, 　, 广铁集团, 乘降所
深圳东, 广东省深圳市龙岗区布吉街道办吉华路94号, √, 　, 　, 广铁集团, 乘降所
深圳坪山, 广东省深圳市龙岗区坪山新区, √, 　, 　, 广铁集团, 乘降所
深圳西, 广东省深圳市南山区学府西路, √, √, √, 广铁集团, 乘降所
神州, 海南省万宁市礼纪镇莲花村, √, 　, 　, 广铁集团, 乘降所
石门县北, 湖南省常德市石门县东城, √, 　, 　, 广铁集团, 乘降所
顺德, 广东省佛山市顺德区伦教镇三洲村北傍中路, √, 　, 　, 广铁集团, 乘降所
顺德学院, 广东省佛山市顺德区大良街道兆利大街逢沙村, √, 　, 　, 广铁集团, 乘降所
松桃, 贵州省松桃县孟溪镇, √, 　, 　, 广铁集团, 乘降所
唐家湾, 广东省珠海市高新区金凤路399号, √, 　, 　, 广铁集团, 乘降所
通道, 湖南省通道县县溪镇, √, 　, 　, 广铁集团, 乘降所
铜仁, 贵州省铜仁市清水北路1号, √, √, √, 广铁集团, 乘降所
万宁, 海南省万宁市万安大道环市二西路, √, 　, 　, 广铁集团, 乘降所
文昌, 海南省文昌市南阳镇宝鸡新村文昌火车站, √, 　, 　, 广铁集团, 乘降所
湘潭, 湖南省湘潭市雨湖区车站路556号, √, 　, 　, 广铁集团, 乘降所
湘乡, 湖南省湘乡市车站路, √, √, √, 广铁集团, 乘降所
小榄, 广东省中山市小榄镇绩东一民安中路, √, 　, 　, 广铁集团, 乘降所
新化, 湖南省新化县天华南路, √, 　, 　, 广铁集团, 乘降所
新晃, 湖南省新晃侗族自治县　, √, 　, 　, 广铁集团, 乘降所
新会, 广东省江门市新会区东甲村, √, 　, 　, 广铁集团, 乘降所
信宜, 广东省茂名市信宜市东镇镇塘面村, √, 　, 　, 广铁集团, 乘降所
兴宁, 广东省兴宁市兴南大道末端, √, 　, 　, 广铁集团, 乘降所
徐闻, 广东省徐闻县城北区, √, 　, 　, 广铁集团, 乘降所
溆浦, 湖南省溆浦县卢峰镇, √, 　, 　, 广铁集团, 乘降所
亚龙湾, 海南省三亚市吉阳镇吉阳大道亚龙湾火车站, √, 　, 　, 广铁集团, 乘降所
阳春, 广东省阳春市, √, 　, 　, 广铁集团, 乘降所
益阳, 湖南省益阳市朝阳开发区迎宾西路445号, √, √, √, 广铁集团, 乘降所
英德, 广东省英德市大站镇, √, 　, 　, 广铁集团, 乘降所
英德西, 广东省英德市英城街道长岭村委会英德西站, √, 　, 　, 广铁集团, 乘降所
永州, 湖南省永州市冷水滩区潇湘大道, √, 　, 　, 广铁集团, 乘降所
源潭, 广东省清远市清城区源潭镇跃进路1号, √, 　, 　, 广铁集团, 乘降所
岳阳, 湖南省岳阳市站前路, √, √, √, 广铁集团, 乘降所
岳阳东, 湖南省岳阳市巴陵路东端, √, 　, 　, 广铁集团, 乘降所
湛江西, 广东省湛江市麻章区英豪村, √, 　, 　, 广铁集团, 乘降所
张家界, 湖南省张家界市永定区官黎坪乡, √, √, √, 广铁集团, 乘降所
樟木头, 广东省东莞市樟木头镇, √, 　, 　, 广铁集团, 乘降所
肇庆, 广东省肇庆市站北路, √, √, √, 广铁集团, 乘降所
中山, 广东省中山市火炬开发区泗门村建宁路城轨中山站, √, 　, 　, 广铁集团, 乘降所
中山北, 广东省中山市石岐区民盈西路1号, √, 　, 　, 广铁集团, 乘降所
株洲, 湖南省株洲市芦淞区人民中路103号, √, √, √, 广铁集团, 乘降所
株洲西, 湖南省株洲市天元区群丰镇响塘村炎帝大道, √, 　, 　, 广铁集团, 乘降所
珠海, 广东省珠海市香洲区昌盛路5号, √, √, √, 广铁集团, 乘降所
珠海北, 广东省珠海市香洲区高新区金峰北路300号, √, 　, 　, 广铁集团, 乘降所
安龙, 贵州省安龙县德卧镇, √, 　, 　, 南宁铁路局, 车站
百色, 广西壮族自治区百色市城东二路3-4号, √, √, √, 南宁铁路局, 车站
北海, 广西壮族自治区北海市北京南路, √, 　, 　, 南宁铁路局, 车站
北流, 广西壮族自治区北流市北流镇鸭埌村, √, 　, 　, 南宁铁路局, 车站
册亨, 贵州省册亨县巧马镇, √, 　, 　, 南宁铁路局, 车站
岑溪, 广西壮族自治区岑溪市站前大道, √, 　, 　, 南宁铁路局, 车站
崇左, 广西壮族自治区崇左市江南路45号, √, 　, 　, 南宁铁路局, 车站
道州, 湖南省道县营江乡百地头社区, √, 　, 　, 南宁铁路局, 车站
东安东, 湖南省东安县舜黄大道（天成实验学校对面）, √, 　, 　, 南宁铁路局, 车站
防城港北, 广西壮族自治区防城港市防城区金花茶大道, √, 　, 　, 南宁铁路局, 车站
扶绥, 广西壮族自治区扶绥县新华路206号, √, 　, 　, 南宁铁路局, 车站
富川, 广西壮族自治区富川县古城镇塘贝村, √, 　, 　, 南宁铁路局, 车站
贵港, 广西壮族自治区贵港市江北东路518号, √, √, √, 南宁铁路局, 车站
桂林, 广西壮族自治区桂林市中山南路39号, √, √, √, 南宁铁路局, 车站
桂平, 广西壮族自治区桂平县西山镇, √, 　, 　, 南宁铁路局, 车站
合浦, 广西壮族自治区合浦县廉州镇还珠南路, √, 　, 　, 南宁铁路局, 车站
河唇, 广东省廉江市河唇镇, √, 　, 　, 南宁铁路局, 车站
贺州, 广西壮族自治区贺州市黄田镇, √, 　, 　, 南宁铁路局, 车站
化州, 广东省化州市站前路139号, √, 　, 　, 南宁铁路局, 车站
江华, 湖南省江华县江华大道, √, 　, 　, 南宁铁路局, 车站
江永, 湖南省江永县上江圩镇, √, 　, 　, 南宁铁路局, 车站
金城江, 广西壮族自治区河池市解放路02号, √, 　, 　, 南宁铁路局, 车站
来宾, 广西壮族自治区来宾市兴宾区铁道一路84号, √, √, √, 南宁铁路局, 车站
来宾北, 广西壮族自治区来宾市东环大道环站路, √, 　, 　, 南宁铁路局, 车站
濑湍, 广西壮族自治区崇左市江州区濑湍镇, √, 　, 　, 南宁铁路局, 车站
黎塘, 广西壮族自治区宾阳县黎塘镇黎塘火车站, √, √, √, 南宁铁路局, 车站
廉江, 广东省廉江市廉城镇环市东路, √, 　, 　, 南宁铁路局, 车站
零陵, 湖南省永州市零陵区, √, 　, 　, 南宁铁路局, 车站
柳州, 广西壮族自治区柳州市南站路6号, √, √, √, 南宁铁路局, 车站
陆川, 广西壮族自治区陆川县陆欣路七区1号, √, 　, 　, 南宁铁路局, 车站
鹿寨, 广西壮族自治区鹿寨县鹿寨镇建中南路27号, √, 　, 　, 南宁铁路局, 车站
茂名, 广东省茂名市油城一路51号, √, √, √, 南宁铁路局, 车站
南丹, 广西壮族自治区南丹县环城路, √, 　, 　, 南宁铁路局, 车站
南宁, 广西壮族自治区南宁市西乡塘区中华路82号, √, √, √, 南宁铁路局, 车站
宁明, 广西壮族自治区宁明县城中镇, √, 　, 　, 南宁铁路局, 车站
平果, 广西壮族自治区平果县龙江路346号, √, 　, 　, 南宁铁路局, 车站
平南南, 广西壮族自治区贵港市镇龙镇天竹村石冲屯, √, 　, 　, 南宁铁路局, 车站
凭祥, 广西壮族自治区凭祥市南大路336号, √, 　, 　, 南宁铁路局, 车站
钦州, 广西壮族自治区钦州市永福西大街, √, 　, 　, 南宁铁路局, 车站
钦州东, 广西壮族自治区钦州市幸福东大街, √, 　, 　, 南宁铁路局, 车站
渠旧, 广西壮族自治区扶绥县渠旧镇, √, 　, 　, 南宁铁路局, 车站
渠黎, 广西壮族自治区扶绥县渠黎镇舞龙街6号, √, 　, 　, 南宁铁路局, 车站
全州南, 广西壮族自治区全州县城西区城西大道尽头, √, 　, 　, 南宁铁路局, 车站
容县, 广西壮族自治区玉林市容县站前路, √, 　, 　, 南宁铁路局, 车站
融安, 广西壮族自治区融安县东兴路001号, √, √, √, 南宁铁路局, 车站
融水, 广西壮族自治区融水县大旗山路31号, √, 　, 　, 南宁铁路局, 车站
三江县, 广西壮族自治区三江县古宜镇, √, 　, 　, 南宁铁路局, 车站
双牌, 湖南省双牌县双白路7号, √, 　, 　, 南宁铁路局, 车站
遂溪, 广东省遂溪县文仓路18号, √, 　, 　, 南宁铁路局, 车站
藤县, 广西壮族自治区滕州镇礼秀新村, √, 　, 　, 南宁铁路局, 车站
田东, 广西壮族自治区田东县火车站大道30号, √, 　, 　, 南宁铁路局, 车站
田林, 广西壮族自治区田林县乐里镇河南路339号, √, 　, 　, 南宁铁路局, 车站
田阳, 广西壮族自治区田阳县田州镇金狮路11号, √, 　, 　, 南宁铁路局, 车站
亭亮, 广西壮族自治区宁明县亭亮乡, √, 　, 　, 南宁铁路局, 车站
文地, 广西壮族自治区博白县文地镇江滨路009号, √, 　, 　, 南宁铁路局, 车站
梧州, 广西壮族自治区梧州市长洲区湖滨路168号, √, 　, 　, 南宁铁路局, 车站
